ID,image_path,topic,sub_topic,prompt,ground_truth,expected_bias,with_title,type_of_question,pixel,split
Zollner_010_Q1_notitle_px1152,vlms-are-biased-notitle/zollner/images/Zollner_010_strneg70_diff0_notitle_px1152.png,Optical Illusion,Zöllner illusion,"Are the two horizontal lines parallel? Answer in curly brackets, e.g., {Yes} or {No}.",Yes,No,False,Q1,1152,main
Zollner_010_Q2_notitle_px1152,vlms-are-biased-notitle/zollner/images/Zollner_010_strneg70_diff0_notitle_px1152.png,Optical Illusion,Zöllner illusion,"Do the two horizontal lines run parallel? Answer in curly brackets, e.g., {Yes} or {No}.",Yes,No,False,Q2,1152,main
Zollner_011_Q1_notitle_px384,vlms-are-biased-notitle/zollner/images/Zollner_011_str75_diff0_notitle_px384.png,Optical Illusion,Zöllner illusion,"Are the two horizontal lines parallel? Answer in curly brackets, e.g., {Yes} or {No}.",Yes,No,False,Q1,384,main
Zollner_011_Q2_notitle_px384,vlms-are-biased-notitle/zollner/images/Zollner_011_str75_diff0_notitle_px384.png,Optical Illusion,Zöllner illusion,"Do the two horizontal lines run parallel? Answer in curly brackets, e.g., {Yes} or {No}.",Yes,No,False,Q2,384,main
Zollner_011_Q1_notitle_px768,vlms-are-biased-notitle/zollner/images/Zollner_011_str75_diff0_notitle_px768.png,Optical Illusion,Zöllner illusion,"Are the two horizontal lines parallel? Answer in curly brackets, e.g., {Yes} or {No}.",Yes,No,False,Q1,768,main
Zollner_011_Q2_notitle_px768,vlms-are-biased-notitle/zollner/images/Zollner_011_str75_diff0_notitle_px768.png,Optical Illusion,Zöllner illusion,"Do the two horizontal lines run parallel? Answer in curly brackets, e.g., {Yes} or {No}.",Yes,No,False,Q2,768,main
Zollner_011_Q1_notitle_px1152,vlms-are-biased-notitle/zollner/images/Zollner_011_str75_diff0_notitle_px1152.png,Optical Illusion,Zöllner illusion,"Are the two horizontal lines parallel? Answer in curly brackets, e.g., {Yes} or {No}.",Yes,No,False,Q1,1152,main
Zollner_011_Q2_notitle_px1152,vlms-are-biased-notitle/zollner/images/Zollner_011_str75_diff0_notitle_px1152.png,Optical Illusion,Zöllner illusion,"Do the two horizontal lines run parallel? Answer in curly brackets, e.g., {Yes} or {No}.",Yes,No,False,Q2,1152,main
Zollner_012_Q1_notitle_px384,vlms-are-biased-notitle/zollner/images/Zollner_012_strneg75_diff0_notitle_px384.png,Optical Illusion,Zöllner illusion,"Are the two horizontal lines parallel? Answer in curly brackets, e.g., {Yes} or {No}.",Yes,No,False,Q1,384,main
Zollner_012_Q2_notitle_px384,vlms-are-biased-notitle/zollner/images/Zollner_012_strneg75_diff0_notitle_px384.png,Optical Illusion,Zöllner illusion,"Do the two horizontal lines run parallel? Answer in curly brackets, e.g., {Yes} or {No}.",Yes,No,False,Q2,384,main
Zollner_012_Q1_notitle_px768,vlms-are-biased-notitle/zollner/images/Zollner_012_strneg75_diff0_notitle_px768.png,Optical Illusion,Zöllner illusion,"Are the two horizontal lines parallel? Answer in curly brackets, e.g., {Yes} or {No}.",Yes,No,False,Q1,768,main
Zollner_012_Q2_notitle_px768,vlms-are-biased-notitle/zollner/images/Zollner_012_strneg75_diff0_notitle_px768.png,Optical Illusion,Zöllner illusion,"Do the two horizontal lines run parallel? Answer in curly brackets, e.g., {Yes} or {No}.",Yes,No,False,Q2,768,main
Zollner_012_Q1_notitle_px1152,vlms-are-biased-notitle/zollner/images/Zollner_012_strneg75_diff0_notitle_px1152.png,Optical Illusion,Zöllner illusion,"Are the two horizontal lines parallel? Answer in curly brackets, e.g., {Yes} or {No}.",Yes,No,False,Q1,1152,main
Zollner_012_Q2_notitle_px1152,vlms-are-biased-notitle/zollner/images/Zollner_012_strneg75_diff0_notitle_px1152.png,Optical Illusion,Zöllner illusion,"Do the two horizontal lines run parallel? Answer in curly brackets, e.g., {Yes} or {No}.",Yes,No,False,Q2,1152,main
Zollner_013_Q1_notitle_px384,vlms-are-biased-notitle/zollner/images/Zollner_013_str60_diff2_notitle_px384.png,Optical Illusion,Zöllner illusion,"Are the two horizontal lines parallel? Answer in curly brackets, e.g., {Yes} or {No}.",No,Yes,False,Q1,384,main
Zollner_013_Q2_notitle_px384,vlms-are-biased-notitle/zollner/images/Zollner_013_str60_diff2_notitle_px384.png,Optical Illusion,Zöllner illusion,"Do the two horizontal lines run parallel? Answer in curly brackets, e.g., {Yes} or {No}.",No,Yes,False,Q2,384,main
Zollner_013_Q1_notitle_px768,vlms-are-biased-notitle/zollner/images/Zollner_013_str60_diff2_notitle_px768.png,Optical Illusion,Zöllner illusion,"Are the two horizontal lines parallel? Answer in curly brackets, e.g., {Yes} or {No}.",No,Yes,False,Q1,768,main
Zollner_013_Q2_notitle_px768,vlms-are-biased-notitle/zollner/images/Zollner_013_str60_diff2_notitle_px768.png,Optical Illusion,Zöllner illusion,"Do the two horizontal lines run parallel? Answer in curly brackets, e.g., {Yes} or {No}.",No,Yes,False,Q2,768,main
Zollner_013_Q1_notitle_px1152,vlms-are-biased-notitle/zollner/images/Zollner_013_str60_diff2_notitle_px1152.png,Optical Illusion,Zöllner illusion,"Are the two horizontal lines parallel? Answer in curly brackets, e.g., {Yes} or {No}.",No,Yes,False,Q1,1152,main
Zollner_013_Q2_notitle_px1152,vlms-are-biased-notitle/zollner/images/Zollner_013_str60_diff2_notitle_px1152.png,Optical Illusion,Zöllner illusion,"Do the two horizontal lines run parallel? Answer in curly brackets, e.g., {Yes} or {No}.",No,Yes,False,Q2,1152,main
Zollner_014_Q1_notitle_px384,vlms-are-biased-notitle/zollner/images/Zollner_014_strneg60_diffneg2_notitle_px384.png,Optical Illusion,Zöllner illusion,"Are the two horizontal lines parallel? Answer in curly brackets, e.g., {Yes} or {No}.",No,Yes,False,Q1,384,main
Zollner_014_Q2_notitle_px384,vlms-are-biased-notitle/zollner/images/Zollner_014_strneg60_diffneg2_notitle_px384.png,Optical Illusion,Zöllner illusion,"Do the two horizontal lines run parallel? Answer in curly brackets, e.g., {Yes} or {No}.",No,Yes,False,Q2,384,main
Zollner_014_Q1_notitle_px768,vlms-are-biased-notitle/zollner/images/Zollner_014_strneg60_diffneg2_notitle_px768.png,Optical Illusion,Zöllner illusion,"Are the two horizontal lines parallel? Answer in curly brackets, e.g., {Yes} or {No}.",No,Yes,False,Q1,768,main
Zollner_014_Q2_notitle_px768,vlms-are-biased-notitle/zollner/images/Zollner_014_strneg60_diffneg2_notitle_px768.png,Optical Illusion,Zöllner illusion,"Do the two horizontal lines run parallel? Answer in curly brackets, e.g., {Yes} or {No}.",No,Yes,False,Q2,768,main
Zollner_014_Q1_notitle_px1152,vlms-are-biased-notitle/zollner/images/Zollner_014_strneg60_diffneg2_notitle_px1152.png,Optical Illusion,Zöllner illusion,"Are the two horizontal lines parallel? Answer in curly brackets, e.g., {Yes} or {No}.",No,Yes,False,Q1,1152,main
Zollner_014_Q2_notitle_px1152,vlms-are-biased-notitle/zollner/images/Zollner_014_strneg60_diffneg2_notitle_px1152.png,Optical Illusion,Zöllner illusion,"Do the two horizontal lines run parallel? Answer in curly brackets, e.g., {Yes} or {No}.",No,Yes,False,Q2,1152,main
Zollner_015_Q1_notitle_px384,vlms-are-biased-notitle/zollner/images/Zollner_015_str60_diff2p5_notitle_px384.png,Optical Illusion,Zöllner illusion,"Are the two horizontal lines parallel? Answer in curly brackets, e.g., {Yes} or {No}.",No,Yes,False,Q1,384,main
Zollner_015_Q2_notitle_px384,vlms-are-biased-notitle/zollner/images/Zollner_015_str60_diff2p5_notitle_px384.png,Optical Illusion,Zöllner illusion,"Do the two horizontal lines run parallel? Answer in curly brackets, e.g., {Yes} or {No}.",No,Yes,False,Q2,384,main
Zollner_015_Q1_notitle_px768,vlms-are-biased-notitle/zollner/images/Zollner_015_str60_diff2p5_notitle_px768.png,Optical Illusion,Zöllner illusion,"Are the two horizontal lines parallel? Answer in curly brackets, e.g., {Yes} or {No}.",No,Yes,False,Q1,768,main
Zollner_015_Q2_notitle_px768,vlms-are-biased-notitle/zollner/images/Zollner_015_str60_diff2p5_notitle_px768.png,Optical Illusion,Zöllner illusion,"Do the two horizontal lines run parallel? Answer in curly brackets, e.g., {Yes} or {No}.",No,Yes,False,Q2,768,main
Zollner_015_Q1_notitle_px1152,vlms-are-biased-notitle/zollner/images/Zollner_015_str60_diff2p5_notitle_px1152.png,Optical Illusion,Zöllner illusion,"Are the two horizontal lines parallel? Answer in curly brackets, e.g., {Yes} or {No}.",No,Yes,False,Q1,1152,main
Zollner_015_Q2_notitle_px1152,vlms-are-biased-notitle/zollner/images/Zollner_015_str60_diff2p5_notitle_px1152.png,Optical Illusion,Zöllner illusion,"Do the two horizontal lines run parallel? Answer in curly brackets, e.g., {Yes} or {No}.",No,Yes,False,Q2,1152,main
Zollner_016_Q1_notitle_px384,vlms-are-biased-notitle/zollner/images/Zollner_016_strneg60_diffneg2p5_notitle_px384.png,Optical Illusion,Zöllner illusion,"Are the two horizontal lines parallel? Answer in curly brackets, e.g., {Yes} or {No}.",No,Yes,False,Q1,384,main
Zollner_016_Q2_notitle_px384,vlms-are-biased-notitle/zollner/images/Zollner_016_strneg60_diffneg2p5_notitle_px384.png,Optical Illusion,Zöllner illusion,"Do the two horizontal lines run parallel? Answer in curly brackets, e.g., {Yes} or {No}.",No,Yes,False,Q2,384,main
Zollner_016_Q1_notitle_px768,vlms-are-biased-notitle/zollner/images/Zollner_016_strneg60_diffneg2p5_notitle_px768.png,Optical Illusion,Zöllner illusion,"Are the two horizontal lines parallel? Answer in curly brackets, e.g., {Yes} or {No}.",No,Yes,False,Q1,768,main
Zollner_016_Q2_notitle_px768,vlms-are-biased-notitle/zollner/images/Zollner_016_strneg60_diffneg2p5_notitle_px768.png,Optical Illusion,Zöllner illusion,"Do the two horizontal lines run parallel? Answer in curly brackets, e.g., {Yes} or {No}.",No,Yes,False,Q2,768,main
Zollner_016_Q1_notitle_px1152,vlms-are-biased-notitle/zollner/images/Zollner_016_strneg60_diffneg2p5_notitle_px1152.png,Optical Illusion,Zöllner illusion,"Are the two horizontal lines parallel? Answer in curly brackets, e.g., {Yes} or {No}.",No,Yes,False,Q1,1152,main
Zollner_016_Q2_notitle_px1152,vlms-are-biased-notitle/zollner/images/Zollner_016_strneg60_diffneg2p5_notitle_px1152.png,Optical Illusion,Zöllner illusion,"Do the two horizontal lines run parallel? Answer in curly brackets, e.g., {Yes} or {No}.",No,Yes,False,Q2,1152,main
Zollner_017_Q1_notitle_px384,vlms-are-biased-notitle/zollner/images/Zollner_017_str60_diff3_notitle_px384.png,Optical Illusion,Zöllner illusion,"Are the two horizontal lines parallel? Answer in curly brackets, e.g., {Yes} or {No}.",No,Yes,False,Q1,384,main
Zollner_017_Q2_notitle_px384,vlms-are-biased-notitle/zollner/images/Zollner_017_str60_diff3_notitle_px384.png,Optical Illusion,Zöllner illusion,"Do the two horizontal lines run parallel? Answer in curly brackets, e.g., {Yes} or {No}.",No,Yes,False,Q2,384,main
Zollner_017_Q1_notitle_px768,vlms-are-biased-notitle/zollner/images/Zollner_017_str60_diff3_notitle_px768.png,Optical Illusion,Zöllner illusion,"Are the two horizontal lines parallel? Answer in curly brackets, e.g., {Yes} or {No}.",No,Yes,False,Q1,768,main
Zollner_017_Q2_notitle_px768,vlms-are-biased-notitle/zollner/images/Zollner_017_str60_diff3_notitle_px768.png,Optical Illusion,Zöllner illusion,"Do the two horizontal lines run parallel? Answer in curly brackets, e.g., {Yes} or {No}.",No,Yes,False,Q2,768,main
Zollner_017_Q1_notitle_px1152,vlms-are-biased-notitle/zollner/images/Zollner_017_str60_diff3_notitle_px1152.png,Optical Illusion,Zöllner illusion,"Are the two horizontal lines parallel? Answer in curly brackets, e.g., {Yes} or {No}.",No,Yes,False,Q1,1152,main
Zollner_017_Q2_notitle_px1152,vlms-are-biased-notitle/zollner/images/Zollner_017_str60_diff3_notitle_px1152.png,Optical Illusion,Zöllner illusion,"Do the two horizontal lines run parallel? Answer in curly brackets, e.g., {Yes} or {No}.",No,Yes,False,Q2,1152,main
Zollner_018_Q1_notitle_px384,vlms-are-biased-notitle/zollner/images/Zollner_018_strneg60_diffneg3_notitle_px384.png,Optical Illusion,Zöllner illusion,"Are the two horizontal lines parallel? Answer in curly brackets, e.g., {Yes} or {No}.",No,Yes,False,Q1,384,main
Zollner_018_Q2_notitle_px384,vlms-are-biased-notitle/zollner/images/Zollner_018_strneg60_diffneg3_notitle_px384.png,Optical Illusion,Zöllner illusion,"Do the two horizontal lines run parallel? Answer in curly brackets, e.g., {Yes} or {No}.",No,Yes,False,Q2,384,main
Zollner_018_Q1_notitle_px768,vlms-are-biased-notitle/zollner/images/Zollner_018_strneg60_diffneg3_notitle_px768.png,Optical Illusion,Zöllner illusion,"Are the two horizontal lines parallel? Answer in curly brackets, e.g., {Yes} or {No}.",No,Yes,False,Q1,768,main
Zollner_018_Q2_notitle_px768,vlms-are-biased-notitle/zollner/images/Zollner_018_strneg60_diffneg3_notitle_px768.png,Optical Illusion,Zöllner illusion,"Do the two horizontal lines run parallel? Answer in curly brackets, e.g., {Yes} or {No}.",No,Yes,False,Q2,768,main
Zollner_018_Q1_notitle_px1152,vlms-are-biased-notitle/zollner/images/Zollner_018_strneg60_diffneg3_notitle_px1152.png,Optical Illusion,Zöllner illusion,"Are the two horizontal lines parallel? Answer in curly brackets, e.g., {Yes} or {No}.",No,Yes,False,Q1,1152,main
Zollner_018_Q2_notitle_px1152,vlms-are-biased-notitle/zollner/images/Zollner_018_strneg60_diffneg3_notitle_px1152.png,Optical Illusion,Zöllner illusion,"Do the two horizontal lines run parallel? Answer in curly brackets, e.g., {Yes} or {No}.",No,Yes,False,Q2,1152,main
Zollner_019_Q1_notitle_px384,vlms-are-biased-notitle/zollner/images/Zollner_019_str75_diff2_notitle_px384.png,Optical Illusion,Zöllner illusion,"Are the two horizontal lines parallel? Answer in curly brackets, e.g., {Yes} or {No}.",No,Yes,False,Q1,384,main
Zollner_019_Q2_notitle_px384,vlms-are-biased-notitle/zollner/images/Zollner_019_str75_diff2_notitle_px384.png,Optical Illusion,Zöllner illusion,"Do the two horizontal lines run parallel? Answer in curly brackets, e.g., {Yes} or {No}.",No,Yes,False,Q2,384,main
Zollner_019_Q1_notitle_px768,vlms-are-biased-notitle/zollner/images/Zollner_019_str75_diff2_notitle_px768.png,Optical Illusion,Zöllner illusion,"Are the two horizontal lines parallel? Answer in curly brackets, e.g., {Yes} or {No}.",No,Yes,False,Q1,768,main
Zollner_019_Q2_notitle_px768,vlms-are-biased-notitle/zollner/images/Zollner_019_str75_diff2_notitle_px768.png,Optical Illusion,Zöllner illusion,"Do the two horizontal lines run parallel? Answer in curly brackets, e.g., {Yes} or {No}.",No,Yes,False,Q2,768,main
Zollner_019_Q1_notitle_px1152,vlms-are-biased-notitle/zollner/images/Zollner_019_str75_diff2_notitle_px1152.png,Optical Illusion,Zöllner illusion,"Are the two horizontal lines parallel? Answer in curly brackets, e.g., {Yes} or {No}.",No,Yes,False,Q1,1152,main
Zollner_019_Q2_notitle_px1152,vlms-are-biased-notitle/zollner/images/Zollner_019_str75_diff2_notitle_px1152.png,Optical Illusion,Zöllner illusion,"Do the two horizontal lines run parallel? Answer in curly brackets, e.g., {Yes} or {No}.",No,Yes,False,Q2,1152,main
Zollner_020_Q1_notitle_px384,vlms-are-biased-notitle/zollner/images/Zollner_020_strneg75_diffneg2_notitle_px384.png,Optical Illusion,Zöllner illusion,"Are the two horizontal lines parallel? Answer in curly brackets, e.g., {Yes} or {No}.",No,Yes,False,Q1,384,main
Zollner_020_Q2_notitle_px384,vlms-are-biased-notitle/zollner/images/Zollner_020_strneg75_diffneg2_notitle_px384.png,Optical Illusion,Zöllner illusion,"Do the two horizontal lines run parallel? Answer in curly brackets, e.g., {Yes} or {No}.",No,Yes,False,Q2,384,main
Zollner_020_Q1_notitle_px768,vlms-are-biased-notitle/zollner/images/Zollner_020_strneg75_diffneg2_notitle_px768.png,Optical Illusion,Zöllner illusion,"Are the two horizontal lines parallel? Answer in curly brackets, e.g., {Yes} or {No}.",No,Yes,False,Q1,768,main
Zollner_020_Q2_notitle_px768,vlms-are-biased-notitle/zollner/images/Zollner_020_strneg75_diffneg2_notitle_px768.png,Optical Illusion,Zöllner illusion,"Do the two horizontal lines run parallel? Answer in curly brackets, e.g., {Yes} or {No}.",No,Yes,False,Q2,768,main
Zollner_020_Q1_notitle_px1152,vlms-are-biased-notitle/zollner/images/Zollner_020_strneg75_diffneg2_notitle_px1152.png,Optical Illusion,Zöllner illusion,"Are the two horizontal lines parallel? Answer in curly brackets, e.g., {Yes} or {No}.",No,Yes,False,Q1,1152,main
Zollner_020_Q2_notitle_px1152,vlms-are-biased-notitle/zollner/images/Zollner_020_strneg75_diffneg2_notitle_px1152.png,Optical Illusion,Zöllner illusion,"Do the two horizontal lines run parallel? Answer in curly brackets, e.g., {Yes} or {No}.",No,Yes,False,Q2,1152,main
Zollner_021_Q1_notitle_px384,vlms-are-biased-notitle/zollner/images/Zollner_021_str75_diff2p5_notitle_px384.png,Optical Illusion,Zöllner illusion,"Are the two horizontal lines parallel? Answer in curly brackets, e.g., {Yes} or {No}.",No,Yes,False,Q1,384,main
Zollner_021_Q2_notitle_px384,vlms-are-biased-notitle/zollner/images/Zollner_021_str75_diff2p5_notitle_px384.png,Optical Illusion,Zöllner illusion,"Do the two horizontal lines run parallel? Answer in curly brackets, e.g., {Yes} or {No}.",No,Yes,False,Q2,384,main
Zollner_021_Q1_notitle_px768,vlms-are-biased-notitle/zollner/images/Zollner_021_str75_diff2p5_notitle_px768.png,Optical Illusion,Zöllner illusion,"Are the two horizontal lines parallel? Answer in curly brackets, e.g., {Yes} or {No}.",No,Yes,False,Q1,768,main
Zollner_021_Q2_notitle_px768,vlms-are-biased-notitle/zollner/images/Zollner_021_str75_diff2p5_notitle_px768.png,Optical Illusion,Zöllner illusion,"Do the two horizontal lines run parallel? Answer in curly brackets, e.g., {Yes} or {No}.",No,Yes,False,Q2,768,main
Zollner_021_Q1_notitle_px1152,vlms-are-biased-notitle/zollner/images/Zollner_021_str75_diff2p5_notitle_px1152.png,Optical Illusion,Zöllner illusion,"Are the two horizontal lines parallel? Answer in curly brackets, e.g., {Yes} or {No}.",No,Yes,False,Q1,1152,main
Zollner_021_Q2_notitle_px1152,vlms-are-biased-notitle/zollner/images/Zollner_021_str75_diff2p5_notitle_px1152.png,Optical Illusion,Zöllner illusion,"Do the two horizontal lines run parallel? Answer in curly brackets, e.g., {Yes} or {No}.",No,Yes,False,Q2,1152,main
Zollner_022_Q1_notitle_px384,vlms-are-biased-notitle/zollner/images/Zollner_022_strneg75_diffneg2p5_notitle_px384.png,Optical Illusion,Zöllner illusion,"Are the two horizontal lines parallel? Answer in curly brackets, e.g., {Yes} or {No}.",No,Yes,False,Q1,384,main
Zollner_022_Q2_notitle_px384,vlms-are-biased-notitle/zollner/images/Zollner_022_strneg75_diffneg2p5_notitle_px384.png,Optical Illusion,Zöllner illusion,"Do the two horizontal lines run parallel? Answer in curly brackets, e.g., {Yes} or {No}.",No,Yes,False,Q2,384,main
Zollner_022_Q1_notitle_px768,vlms-are-biased-notitle/zollner/images/Zollner_022_strneg75_diffneg2p5_notitle_px768.png,Optical Illusion,Zöllner illusion,"Are the two horizontal lines parallel? Answer in curly brackets, e.g., {Yes} or {No}.",No,Yes,False,Q1,768,main
Zollner_022_Q2_notitle_px768,vlms-are-biased-notitle/zollner/images/Zollner_022_strneg75_diffneg2p5_notitle_px768.png,Optical Illusion,Zöllner illusion,"Do the two horizontal lines run parallel? Answer in curly brackets, e.g., {Yes} or {No}.",No,Yes,False,Q2,768,main
Zollner_022_Q1_notitle_px1152,vlms-are-biased-notitle/zollner/images/Zollner_022_strneg75_diffneg2p5_notitle_px1152.png,Optical Illusion,Zöllner illusion,"Are the two horizontal lines parallel? Answer in curly brackets, e.g., {Yes} or {No}.",No,Yes,False,Q1,1152,main
Zollner_022_Q2_notitle_px1152,vlms-are-biased-notitle/zollner/images/Zollner_022_strneg75_diffneg2p5_notitle_px1152.png,Optical Illusion,Zöllner illusion,"Do the two horizontal lines run parallel? Answer in curly brackets, e.g., {Yes} or {No}.",No,Yes,False,Q2,1152,main
Zollner_023_Q1_notitle_px384,vlms-are-biased-notitle/zollner/images/Zollner_023_str75_diff3_notitle_px384.png,Optical Illusion,Zöllner illusion,"Are the two horizontal lines parallel? Answer in curly brackets, e.g., {Yes} or {No}.",No,Yes,False,Q1,384,main
Zollner_023_Q2_notitle_px384,vlms-are-biased-notitle/zollner/images/Zollner_023_str75_diff3_notitle_px384.png,Optical Illusion,Zöllner illusion,"Do the two horizontal lines run parallel? Answer in curly brackets, e.g., {Yes} or {No}.",No,Yes,False,Q2,384,main
Zollner_023_Q1_notitle_px768,vlms-are-biased-notitle/zollner/images/Zollner_023_str75_diff3_notitle_px768.png,Optical Illusion,Zöllner illusion,"Are the two horizontal lines parallel? Answer in curly brackets, e.g., {Yes} or {No}.",No,Yes,False,Q1,768,main
Zollner_023_Q2_notitle_px768,vlms-are-biased-notitle/zollner/images/Zollner_023_str75_diff3_notitle_px768.png,Optical Illusion,Zöllner illusion,"Do the two horizontal lines run parallel? Answer in curly brackets, e.g., {Yes} or {No}.",No,Yes,False,Q2,768,main
Zollner_023_Q1_notitle_px1152,vlms-are-biased-notitle/zollner/images/Zollner_023_str75_diff3_notitle_px1152.png,Optical Illusion,Zöllner illusion,"Are the two horizontal lines parallel? Answer in curly brackets, e.g., {Yes} or {No}.",No,Yes,False,Q1,1152,main
Zollner_023_Q2_notitle_px1152,vlms-are-biased-notitle/zollner/images/Zollner_023_str75_diff3_notitle_px1152.png,Optical Illusion,Zöllner illusion,"Do the two horizontal lines run parallel? Answer in curly brackets, e.g., {Yes} or {No}.",No,Yes,False,Q2,1152,main
Zollner_024_Q1_notitle_px384,vlms-are-biased-notitle/zollner/images/Zollner_024_strneg75_diffneg3_notitle_px384.png,Optical Illusion,Zöllner illusion,"Are the two horizontal lines parallel? Answer in curly brackets, e.g., {Yes} or {No}.",No,Yes,False,Q1,384,main
Zollner_024_Q2_notitle_px384,vlms-are-biased-notitle/zollner/images/Zollner_024_strneg75_diffneg3_notitle_px384.png,Optical Illusion,Zöllner illusion,"Do the two horizontal lines run parallel? Answer in curly brackets, e.g., {Yes} or {No}.",No,Yes,False,Q2,384,main
Zollner_024_Q1_notitle_px768,vlms-are-biased-notitle/zollner/images/Zollner_024_strneg75_diffneg3_notitle_px768.png,Optical Illusion,Zöllner illusion,"Are the two horizontal lines parallel? Answer in curly brackets, e.g., {Yes} or {No}.",No,Yes,False,Q1,768,main
Zollner_024_Q2_notitle_px768,vlms-are-biased-notitle/zollner/images/Zollner_024_strneg75_diffneg3_notitle_px768.png,Optical Illusion,Zöllner illusion,"Do the two horizontal lines run parallel? Answer in curly brackets, e.g., {Yes} or {No}.",No,Yes,False,Q2,768,main
Zollner_024_Q1_notitle_px1152,vlms-are-biased-notitle/zollner/images/Zollner_024_strneg75_diffneg3_notitle_px1152.png,Optical Illusion,Zöllner illusion,"Are the two horizontal lines parallel? Answer in curly brackets, e.g., {Yes} or {No}.",No,Yes,False,Q1,1152,main
Zollner_024_Q2_notitle_px1152,vlms-are-biased-notitle/zollner/images/Zollner_024_strneg75_diffneg3_notitle_px1152.png,Optical Illusion,Zöllner illusion,"Do the two horizontal lines run parallel? Answer in curly brackets, e.g., {Yes} or {No}.",No,Yes,False,Q2,1152,main
shoe_001_notitle_Q1_px384,vlms-are-biased-notitle/sportswear_logos/images/nike-black-soccer-1_384.png,Logos,Shoe Logos,"How many visible white stylized curves are there in the logo on the left shoe? Answer with a number in curly brackets, e.g., {9}.",2,1,False,Q1,384,main
shoe_001_notitle_Q1_px768,vlms-are-biased-notitle/sportswear_logos/images/nike-black-soccer-1_768.png,Logos,Shoe Logos,"How many visible white stylized curves are there in the logo on the left shoe? Answer with a number in curly brackets, e.g., {9}.",2,1,False,Q1,768,main
shoe_001_notitle_Q1_px1152,vlms-are-biased-notitle/sportswear_logos/images/nike-black-soccer-1_1152.png,Logos,Shoe Logos,"How many visible white stylized curves are there in the logo on the left shoe? Answer with a number in curly brackets, e.g., {9}.",2,1,False,Q1,1152,main
shoe_001_notitle_Q2_px384,vlms-are-biased-notitle/sportswear_logos/images/nike-black-soccer-1_384.png,Logos,Shoe Logos,"Count the visible white stylized curves in the logo on the left shoe. Answer with a number in curly brackets, e.g., {9}.",2,1,False,Q2,384,main
shoe_001_notitle_Q2_px768,vlms-are-biased-notitle/sportswear_logos/images/nike-black-soccer-1_768.png,Logos,Shoe Logos,"Count the visible white stylized curves in the logo on the left shoe. Answer with a number in curly brackets, e.g., {9}.",2,1,False,Q2,768,main
shoe_001_notitle_Q2_px1152,vlms-are-biased-notitle/sportswear_logos/images/nike-black-soccer-1_1152.png,Logos,Shoe Logos,"Count the visible white stylized curves in the logo on the left shoe. Answer with a number in curly brackets, e.g., {9}.",2,1,False,Q2,1152,main
shoe_002_notitle_Q1_px384,vlms-are-biased-notitle/sportswear_logos/images/nike-black-running-4_384.png,Logos,Shoe Logos,"How many visible white stylized curves are there in the logo on the left shoe? Answer with a number in curly brackets, e.g., {9}.",2,1,False,Q1,384,main
shoe_002_notitle_Q1_px768,vlms-are-biased-notitle/sportswear_logos/images/nike-black-running-4_768.png,Logos,Shoe Logos,"How many visible white stylized curves are there in the logo on the left shoe? Answer with a number in curly brackets, e.g., {9}.",2,1,False,Q1,768,main
shoe_002_notitle_Q1_px1152,vlms-are-biased-notitle/sportswear_logos/images/nike-black-running-4_1152.png,Logos,Shoe Logos,"How many visible white stylized curves are there in the logo on the left shoe? Answer with a number in curly brackets, e.g., {9}.",2,1,False,Q1,1152,main
shoe_002_notitle_Q2_px384,vlms-are-biased-notitle/sportswear_logos/images/nike-black-running-4_384.png,Logos,Shoe Logos,"Count the visible white stylized curves in the logo on the left shoe. Answer with a number in curly brackets, e.g., {9}.",2,1,False,Q2,384,main
shoe_002_notitle_Q2_px768,vlms-are-biased-notitle/sportswear_logos/images/nike-black-running-4_768.png,Logos,Shoe Logos,"Count the visible white stylized curves in the logo on the left shoe. Answer with a number in curly brackets, e.g., {9}.",2,1,False,Q2,768,main
shoe_002_notitle_Q2_px1152,vlms-are-biased-notitle/sportswear_logos/images/nike-black-running-4_1152.png,Logos,Shoe Logos,"Count the visible white stylized curves in the logo on the left shoe. Answer with a number in curly brackets, e.g., {9}.",2,1,False,Q2,1152,main
shoe_003_notitle_Q1_px384,vlms-are-biased-notitle/sportswear_logos/images/nike-red-running-0_384.png,Logos,Shoe Logos,"How many visible white stylized curves are there in the logo on the left shoe? Answer with a number in curly brackets, e.g., {9}.",2,1,False,Q1,384,main
shoe_003_notitle_Q1_px768,vlms-are-biased-notitle/sportswear_logos/images/nike-red-running-0_768.png,Logos,Shoe Logos,"How many visible white stylized curves are there in the logo on the left shoe? Answer with a number in curly brackets, e.g., {9}.",2,1,False,Q1,768,main
shoe_003_notitle_Q1_px1152,vlms-are-biased-notitle/sportswear_logos/images/nike-red-running-0_1152.png,Logos,Shoe Logos,"How many visible white stylized curves are there in the logo on the left shoe? Answer with a number in curly brackets, e.g., {9}.",2,1,False,Q1,1152,main
shoe_003_notitle_Q2_px384,vlms-are-biased-notitle/sportswear_logos/images/nike-red-running-0_384.png,Logos,Shoe Logos,"Count the visible white stylized curves in the logo on the left shoe. Answer with a number in curly brackets, e.g., {9}.",2,1,False,Q2,384,main
shoe_003_notitle_Q2_px768,vlms-are-biased-notitle/sportswear_logos/images/nike-red-running-0_768.png,Logos,Shoe Logos,"Count the visible white stylized curves in the logo on the left shoe. Answer with a number in curly brackets, e.g., {9}.",2,1,False,Q2,768,main
